annotation_file,panel_index,mean_temperature,temperature_standard_deviation,max_temperature,temperature_range,temperature_skewness,temperature_kurtosis,faulty
20180630_154519,49,104.06408450704225,6.668887627636385,113.0,40.0,-2.0424446016518223,5.479451555722811,No
20180630_154519,50,100.72903726708074,6.644618730924785,112.0,41.0,-1.7390056491169337,3.7247465010301504,No
20180630_154519,51,103.41144578313254,7.352361416010427,119.0,53.0,-1.9417440461263937,4.55276561905551,No
20180630_154519,52,107.4554353426069,8.690315547544083,120.0,47.0,-1.3265365518408332,1.2123780372187758,No
20180630_154519,53,98.87336244541484,15.76797577974378,120.0,93.0,-2.047465129879086,4.692189359253987,No
20180630_154519,54,102.48968253968253,13.743363936102812,116.0,79.0,-2.2989490096383105,5.490103170009837,No
20180630_154519,55,107.17096611026808,9.178778868389015,117.0,51.0,-2.4870797588884845,6.527117125941373,No
20180630_154519,56,96.53225806451613,3.1041997666817807,102.0,13.0,-0.2719344027006652,-0.45971571930278365,No
20180630_154519,57,102.89928453494771,9.492648984267907,118.0,66.0,-2.2341077610733713,6.26302172608554,No
20180630_154519,58,104.10083036773428,4.897941734743541,113.0,37.0,-1.5762469541541997,3.364804967772108,No
20180630_154519,59,99.15239726027397,4.788942143718475,107.0,28.0,-1.2468653868138173,2.0650878812721754,No
20180630_154519,60,108.05885850178359,5.6856398061210776,117.0,32.0,-1.4396043129383467,1.8418521439080848,No
20180630_154519,61,100.91996442863496,13.544413275970522,115.0,85.0,-2.329136042940747,6.442878186945322,No
20180630_154519,62,98.87000814995925,12.492956982418645,115.0,80.0,-1.944200703962952,4.386796299495038,No
20180630_154519,63,108.32498608792432,5.534543122133754,117.0,34.0,-1.5208395988188264,1.834485482453232,No
20180630_154519,64,110.14871794871794,6.725644447050363,120.0,38.0,-1.254261585295103,1.230414171788837,No
20180630_154519,65,101.87363304981774,13.157989001715888,117.0,89.0,-2.4485901421589444,7.177526277964949,No
20180630_154519,66,103.03941267387944,14.94236712700815,119.0,91.0,-2.4814761735631543,6.771847068656809,No
20180630_154519,67,109.89585389930899,7.10251492424608,120.0,40.0,-1.5423128080252748,2.105708953291389,No
20180630_154519,68,106.80281690140845,2.8690662872860058,112.0,18.0,-0.9096702254051151,1.036152338219532,No
20180630_154519,69,107.12627669452182,3.771419959904941,113.0,21.0,-0.8966601795585434,0.5307536742238836,No
20180630_154519,70,106.24911660777386,3.7562373470807247,113.0,21.0,-0.7448115226044264,0.47774940079182127,No
20180630_154519,71,104.00803506208912,12.007755942981467,117.0,64.0,-2.2414336663045384,5.062136078743995,No
20180630_154519,72,104.66237113402062,8.344973581051356,113.0,62.0,-3.4723905948297547,15.292938960314071,No
20180630_154519,73,102.46078431372548,11.79925075329363,112.0,68.0,-2.8518793553090505,8.283702018818776,No
20180630_154519,74,101.56662665066027,12.561519787701517,114.0,72.0,-2.395629118864749,6.00969803783158,No
20180630_154519,75,108.58345221112697,4.905144181106727,119.0,29.0,-1.103181669158729,0.9295149250706038,No
20180630_154519,76,105.21657544956997,3.517298767241253,112.0,20.0,-0.9935021964113522,1.095573371692229,No
20180630_154519,77,102.45796802475503,13.083524364473819,119.0,76.0,-2.166479043011152,5.042638380741426,No
20180630_154519,78,108.05793450881612,4.5068287135906795,116.0,27.0,-1.3175015098721987,1.5881748318952749,No
20180630_154519,79,108.07320178230427,5.433855595206557,120.0,33.0,-0.6391559319878918,0.4140045556198291,No
20180630_154519,80,101.582,11.485219893410836,112.0,73.0,-2.405797299879627,6.326485665304345,No
20180630_154519,81,103.15335463258786,12.267787835124055,114.0,64.0,-2.3770614757350756,5.586296258863307,No
20180630_154519,82,111.50626423690206,6.5358190876568605,124.0,37.0,-0.7910508504998264,0.13198316483499362,No
20180630_154519,83,113.30985915492958,6.1108805047671275,122.0,39.0,-1.2978575518014217,1.3845728111292814,No
20180630_154519,84,102.53728883395138,13.86148106583474,120.0,71.0,-2.11341096266021,4.181760326376702,No
20180630_154519,85,113.74818276220145,6.558422986228203,124.0,41.0,-1.1342966865687663,0.8365548045610609,No
20180630_154519,86,107.19002860645689,14.457025033631492,123.0,78.0,-2.0193025287642854,4.30014878129444,No
20180630_154519,87,106.59571984435797,13.663279097202464,121.0,84.0,-2.411825837580276,6.596150791658323,No
20180630_154519,88,112.06233630172865,6.746614384043671,121.0,36.0,-1.29340144060302,1.0978418967361199,No
20180630_154549,1,102.38215286114446,20.06869000544023,223.0,180.0,2.1162803989451686,11.175000336821668,Yes
20180630_154549,2,100.3795435333897,13.640492927236098,165.0,116.0,-0.5430227903347241,4.500451715843901,Yes
20180630_154549,3,89.53212290502793,12.302078966171626,152.0,118.0,-0.5194767199999442,5.6723151670759275,Yes
20180630_154549,4,95.85168269230769,16.889968348768235,186.0,146.0,1.5486094043441854,7.971079312481544,Yes
20180630_154549,5,95.60098119378577,13.168011286841907,160.0,125.0,-0.5130650308409289,6.521387955594015,Yes
20180630_154549,6,87.33842364532019,16.46334191686962,234.0,177.0,6.177938048039325,46.194628439595924,Yes
20180630_154549,7,92.02372881355932,19.770162466430488,186.0,121.0,2.859216423951847,8.716289194324977,Yes
20180630_154549,8,95.11588785046729,18.91075029046098,163.0,97.0,1.715429011799039,2.926382411518757,Yes
20180630_154549,9,84.29056902002108,6.305835990344376,122.0,70.0,-1.1065445673456142,3.1697265095061944,Yes
20180630_154549,10,86.2033978291647,7.613924290612302,100.0,65.0,-1.9084347909506179,5.70634562495912,Yes
20180630_154549,11,97.30277598450613,11.262723185195084,112.0,71.0,-2.4739618120476354,6.877479030065304,No
20180630_154549,12,98.8992,3.791073642123033,106.0,22.0,-0.8294503167325695,1.0155023701280133,No
20180630_154549,13,97.03539823008849,3.0130371692041433,103.0,15.0,-0.5405930190893611,0.3675926571261563,No
20180630_154549,14,101.81235340109461,3.913146665117855,109.0,23.0,-1.5255501461004686,2.142407243965482,No
20180630_154549,15,99.05251951738822,7.628348829155056,110.0,40.0,-1.1614453394288242,0.956927300433529,No
20180630_154549,16,94.77457327839906,12.313366256279684,109.0,69.0,-1.5810182676672726,2.5730450509402525,No
20180630_154549,17,94.73165618448637,9.777734513966228,107.0,59.0,-2.251144678188137,5.57646826607194,No
20180630_154549,18,99.0211714890614,5.11569497850939,106.0,31.0,-1.8984380938919223,4.3220939912382565,No
20180630_154549,19,99.98720538720539,4.595178039391765,108.0,26.0,-0.7907384171851359,0.13690460733933962,No
20180630_154549,20,99.34037328094303,12.283950614103672,116.0,72.0,-2.334002769966112,5.730346276950282,No
20180630_154549,21,99.3587201442091,12.872278936288401,112.0,70.0,-2.278838200932981,5.189209073875489,No
20180630_154549,22,103.45824706694272,5.755168346514453,113.0,31.0,-1.2297091776935587,0.8368699695910768,No
20180630_154549,23,102.46844840386044,6.183377449811148,111.0,31.0,-1.0600531232258437,0.20109582835041317,No
20180630_154549,24,98.45738396624472,13.506338499173552,112.0,71.0,-2.3822054205515437,5.629575620998251,No
20180630_154549,25,99.45126945126945,12.958301123355756,116.0,72.0,-2.0257149564558876,4.1677975598991885,No
20180630_154549,26,104.15826702033598,7.333695244869073,113.0,34.0,-1.1450666368702236,0.474183556795583,No
20180630_154549,27,104.14587737843551,7.500942077673793,113.0,36.0,-1.1892379028347004,0.717915841374344,No
20180630_154549,28,98.44591877764375,12.450149508690194,119.0,77.0,-1.9009013265175159,4.199946798686749,No
20180630_154549,29,107.80475594493116,9.628359623817992,176.0,94.0,1.3880334550461113,9.900531314445105,No
20180630_154549,30,104.98295454545455,7.899024991485702,151.0,68.0,0.6577790012265775,6.2036726845917975,No
20180630_154549,31,100.08201892744479,6.866199272807368,111.0,30.0,-0.672424485111571,-0.32323547459303015,No
20180630_154549,32,95.56915807560138,11.358929786256338,110.0,62.0,-1.7006336840800433,2.935641391167758,No
20180630_154549,33,89.96095829636202,10.575300707882837,108.0,66.0,-1.7836992151558402,4.089926434676121,No
20180630_154549,34,96.64181818181818,6.239527689266549,107.0,26.0,-0.4846511316683815,-0.731879605085286,No
20180630_154549,35,95.07984790874525,6.728669492014137,106.0,29.0,-0.4188751021675085,-0.7940017732890885,No
20180630_154549,36,85.36231224396904,11.855709652620055,103.0,69.0,-2.354128599095705,5.962138079523573,No
20180630_154549,37,89.69606003752345,5.823347219978001,100.0,33.0,-0.547335248264141,0.27807130181081385,No
20180630_154549,38,86.4469387755102,12.16985405712664,102.0,68.0,-2.2833671427357563,5.445841077971325,No
20180630_154549,39,87.97431192660551,7.627285684427725,99.0,47.0,-1.8018784506298609,4.200045016754776,No
20180630_154549,40,87.328116567728,11.765896576491285,99.0,62.0,-1.9781502739573134,3.508203600440475,No
20180630_154549,41,93.16847479259732,10.079249557220468,103.0,66.0,-3.0605129020944752,11.077199006419539,No
20180630_154549,42,90.46204620462046,4.852719808769057,99.0,21.0,-0.35428683844684244,-0.6788913904327631,No
20180630_154549,43,94.24137931034483,5.430788171754492,102.0,23.0,-0.6284061319417897,-0.4017845424245201,No
20180630_154549,44,90.85964912280701,3.839150109216325,99.0,21.0,-0.8259055580359587,0.34708483985737404,No
20180630_154549,45,86.85215863453816,8.343556802671952,104.0,68.0,-2.319952967416424,8.285499286815373,No
20180630_154549,46,86.20118191161356,9.25611204090985,106.0,73.0,-1.8603025175085566,5.915827202467174,No
20180630_154549,47,83.97407087294728,8.929598624717098,100.0,67.0,-2.693995920219127,9.968764286782976,No
20180630_154549,48,79.2385549672999,8.221044368332281,94.0,59.0,-2.119165434009247,7.241858366413815,No
20180630_154549,49,81.67450404114622,5.397349152753479,92.0,28.0,-0.3790752300323121,-0.8552474044130589,No
20180630_154549,50,86.16956379140701,5.634352522133099,95.0,28.0,-1.267562610769176,0.7340508223113016,No
20180630_154549,51,88.55780590717299,6.297519679765967,99.0,35.0,-1.2519433540717932,1.0545188684715896,No
20180630_154549,52,88.07142857142857,6.419250157335412,99.0,32.0,-1.0518946918037893,0.5067537587955226,No
20180630_154549,53,91.47899838449112,8.086048767635996,106.0,44.0,-1.2200926379399901,0.6670714775015592,No
20180630_154549,54,91.64104967197751,10.90439504629006,106.0,69.0,-2.038457085256203,5.479125350735655,No
20180630_154549,55,90.89148737137512,10.261246654964134,111.0,71.0,-1.7693605605519378,4.403062440478611,No
20180630_154549,56,93.34185984545697,7.978661820713726,105.0,44.0,-1.2110770940223103,0.7610852167657338,No
20180630_154549,57,94.00321888412017,8.058330156909369,106.0,45.0,-1.3608088708742359,1.2572195899910525,No
20180630_154549,58,94.9911479944675,7.9927303888836345,133.0,69.0,-1.1122266236182377,1.2373485528106585,No
20180630_154549,59,94.93400576368876,7.595119912804559,105.0,40.0,-1.4241922411722556,1.4204102704504304,No
20180630_154549,60,93.52448617102259,10.333992202681843,112.0,75.0,-2.614659990279818,8.935844974245171,No
20180630_154549,61,95.7028415961306,10.308114419261722,109.0,69.0,-2.3875747492440547,7.437791490644578,No
20180630_154549,62,97.06782549420586,6.941313607919943,107.0,38.0,-1.3744586819766023,1.9633213881148643,No
20180630_154549,63,96.79132875857766,7.18370042241754,120.0,52.0,-1.3257862678206407,1.8040877645873667,No
20180630_154549,64,99.98967434471803,5.86035981231956,107.0,36.0,-2.1097217113860807,4.987839382533852,No
20180630_154549,65,97.24512195121952,6.897130057778263,107.0,44.0,-2.099862884141549,5.600193072966954,No
20180630_154549,66,94.9262603461249,10.21351343415264,107.0,62.0,-1.6573168481438183,3.263680543833657,No
20180630_154549,67,96.18052563550194,8.358443392214552,108.0,40.0,-1.103178901938127,0.5651354961195922,No
20180630_154549,68,95.7,6.9756997926300714,106.0,44.0,-1.5771711999619125,2.717344271287656,No
20180630_154549,69,94.29980340760157,9.299105071902597,108.0,65.0,-2.105081856261667,6.213613434646099,No
20180630_154549,70,92.31654424623994,9.797397193405809,107.0,50.0,-0.6281862682584354,-0.3151122832904467,No
20180630_154549,71,101.05723370429253,5.344705950356835,108.0,33.0,-2.1900956824942432,5.618622976398781,No
20180630_154549,72,101.41,7.879841368961689,110.0,34.0,-1.6206490344244262,1.5275282322343955,No
20180630_154549,73,95.13915857605178,10.340640935427366,112.0,45.0,-0.6461225796769785,-0.6610234456206028,No
20180630_154549,74,95.02823086574655,8.95015226702383,106.0,50.0,-1.5279791900811195,2.2554412141492968,No
20180630_154549,75,88.63698630136986,7.989616666603248,100.0,33.0,-0.5772717752514877,-0.5033979464906992,No
20180630_154549,76,96.63246899661782,7.699008332524468,110.0,52.0,-1.2120884829067826,1.7662873600067073,No
20180630_154549,77,96.00586592178772,6.108810306133651,113.0,40.0,-0.793343639890793,0.5259416919901123,No
20180630_154549,78,92.71029487842732,6.183132318028206,105.0,41.0,-1.0977189019711353,1.5729322189010988,No
20180630_154549,79,91.13249516441006,6.951987050350123,103.0,42.0,-0.9009813178112437,0.4810212819070796,No
20180630_154549,80,88.42619542619542,7.410553390714771,101.0,54.0,-1.1162341253596257,1.4735599372672405,No
20180630_154549,81,87.60186005314438,9.212530270738451,102.0,74.0,-1.9263698677220435,6.355961495826135,No
20180630_154549,82,86.38429752066116,7.877486575961691,104.0,35.0,0.1383957521876146,-0.44529258861584076,No
20180630_154549,83,84.74591503267973,6.4166335353845065,107.0,45.0,-1.0798701325378492,1.7468886718828314,No
20180630_154549,84,83.15462525320729,4.972686424340952,91.0,29.0,-1.7467156262910006,3.3770104968190244,No
20180630_154549,85,83.02725674091442,5.704229758732962,92.0,40.0,-1.7940658800515494,4.225183821374762,No
20180630_154549,86,78.5581171950048,6.760156238522185,90.0,46.0,-1.1893354195293442,1.6058274175283733,No
20180630_154549,87,79.04350250976017,6.44893307147094,92.0,42.0,-1.5866147302868943,3.178627691816498,No
20180630_154549,88,70.10942249240122,10.485198829746231,83.0,50.0,-1.0931617154262465,0.4679902599126171,No
20180630_154549,89,74.24761904761905,9.15441068948769,85.0,49.0,-1.7506236120301382,2.581725124923678,No
20180630_154451,1,132.0179487179487,19.827282291453088,236.0,181.0,-0.04953654380606234,6.412086177123992,Yes
20180630_154451,2,145.94344995931652,16.75066202915908,169.0,95.0,-1.4584342572720541,2.1915065306455475,No
20180630_154451,3,145.81257413997628,15.142961284046068,166.0,109.0,-2.426015082041553,7.728823447888823,No
20180630_154451,4,140.04251794588626,19.859497171257324,175.0,116.0,-1.3379172354422224,1.5654297177365493,No
20180630_154451,5,145.1748743718593,22.6618704816689,176.0,119.0,-1.7862582921956487,3.1700014113460604,No
20180630_154451,6,154.7609841827768,7.199576956042018,170.0,40.0,-0.6453120371023845,-0.23874208170256228,No
20180630_154451,7,150.9625,3.403835153176487,161.0,16.0,0.399141089208881,-0.035100580332798614,No
20180630_154451,8,155.22880116959064,7.336591442993274,174.0,42.0,-0.6321032602738967,-0.10882345041598551,No
20180630_154451,9,146.555790960452,15.124100396137969,168.0,86.0,-1.3389863545485559,1.969564918616439,No
20180630_154451,10,146.47196796338673,17.83854660832468,171.0,112.0,-2.4201439556733946,6.621925167600004,No
20180630_154451,11,148.90743155149934,11.911583640481796,168.0,79.0,-1.5877439625056902,4.571872759883176,No
20180630_154451,12,152.00391900718483,12.9661161312239,169.0,100.0,-2.4727212246065426,8.096976819750527,No
20180630_154451,13,161.18082033506644,12.235235345517895,179.0,56.0,-0.6263105773720542,-0.594692586365237,No
20180630_154451,14,122.75742574257426,14.089335135140923,144.0,74.0,-1.1244318431118263,1.147912513774643,No
20180630_154451,15,123.99739583333333,9.653569260554148,139.0,58.0,-0.9809821857703152,1.1040146837190914,No
20180630_154451,16,140.77584059775842,10.144083498370538,160.0,47.0,-0.5129973409023544,-0.4824173623635586,No
20180630_154451,17,129.56470588235294,16.65326116009822,153.0,102.0,-1.6178291276076848,2.9992317317479777,No
20180630_154451,18,128.91358024691357,20.91204244641344,155.0,111.0,-2.0517801871683514,4.403168793887626,No
20180630_154451,19,151.08140225787284,11.257897416605962,169.0,56.0,-0.8486691834490045,-0.1286266703044876,No
20180630_154451,20,152.70491803278688,10.403014282845474,169.0,51.0,-0.9545738832531362,-0.06558292024689116,No
20180630_154451,21,131.12636165577342,20.82086011043939,163.0,109.0,-1.611046824475667,2.733849308205655,No
20180630_154451,22,138.21090146750524,24.905632516625317,181.0,137.0,-1.5146316224157057,2.4574641832135278,No
20180630_154451,23,157.66010928961748,12.264315555856736,174.0,61.0,-1.024273416866142,0.32827267114894143,No
20180630_154451,24,145.57039384336804,24.87762082671689,177.0,131.0,-1.999550764319574,4.147210916063356,No
20180630_154451,25,150.62270220588235,24.271511442390302,177.0,123.0,-2.0019870288445634,4.195809605619192,No
20180630_154451,26,144.7795676133955,24.299541766002775,170.0,128.0,-2.2064881152767972,4.959546594143723,No
20180630_154451,27,156.36904124263523,12.538803842968411,174.0,57.0,-0.8845152162649184,-0.2177870482856341,No
20180630_154451,28,159.7965909090909,11.255684915790496,183.0,63.0,-0.7996290290415499,-0.11674169795536793,No
20180630_154451,29,157.92466124661246,13.401341354077141,177.0,62.0,-0.963389943716666,0.0746436505477992,No
20180630_154451,30,144.91599025974025,25.539452625604362,176.0,136.0,-2.0930600385384732,4.6805410480211025,No
20180630_154451,31,142.16947066064833,22.510044341869673,182.0,136.0,-2.0875133272279967,4.875759173260985,No
20180630_154451,32,159.0212879191059,12.95111265659309,178.0,65.0,-0.8814421114086761,0.0035381099854276954,No
20180630_154451,33,157.26659038901602,11.312286734622445,175.0,60.0,-0.9489649842419626,0.2739020699600734,No
20180630_154451,34,143.75724194206447,25.576794222001986,180.0,138.0,-1.9067385511687214,3.8754255050962207,No
20180630_154451,35,116.71558630735615,13.021871803548162,134.0,74.0,-1.578158267909964,2.867778582426735,No
20180630_154451,36,119.82054507337526,9.714265662153089,134.0,56.0,-0.9348391215930447,0.6859910580131361,No
20180630_154451,37,125.88235294117646,9.702371829275961,146.0,57.0,-1.1521957428580243,0.7305310014352449,No
20180630_154451,38,122.81043098063711,13.727288683222165,149.0,96.0,-2.1149767153859176,6.01655352168288,No
20180630_154451,39,126.78984034833091,14.96550309372329,154.0,102.0,-2.0398735075305363,5.764803364109698,No
20180630_154451,40,129.21545893719806,11.292293668115489,148.0,61.0,-1.0174029461912268,0.45313390257686637,No
20180630_154451,41,130.28740279937793,10.593704515873306,146.0,63.0,-1.5324305934281695,2.1316263422179196,No
20180630_154451,42,124.2599672310213,13.756449370710877,141.0,86.0,-2.46446292166754,7.161208199022681,No
20180630_154451,43,128.77432398281528,14.32811176628397,160.0,101.0,-1.5370406079959995,2.881320209081432,No
20180630_154451,44,135.6693075117371,12.953898818150563,159.0,76.0,-1.3891843196455467,1.6088544903030035,No
20180630_154451,45,138.83603805260213,14.18717232240262,158.0,75.0,-1.355175064782745,1.338391225424954,No
20180630_154451,46,132.45981028457314,14.529301650604983,161.0,97.0,-1.5234328328649382,3.1815577463343834,No
20180630_154451,47,135.47308160779536,18.727452707209547,159.0,109.0,-2.2402526640584712,5.792396816157138,No
20180630_154451,48,143.11449520586575,14.419638592636431,177.0,94.0,-1.4557573717385954,1.94611609864213,No
20180630_154451,49,138.4419178082192,13.587445722192177,173.0,91.0,-1.2449831196172334,1.1662332327920737,No
20180630_154451,50,143.40739687055478,13.371341593563763,160.0,75.0,-1.5316715121696438,1.8573341120961686,No
20180630_154451,51,135.59471050750537,17.108642479862528,165.0,109.0,-1.9551412230452925,4.3367394293490165,No
20180630_154451,52,142.62857142857143,14.85856203049845,173.0,105.0,-1.9230729094316064,5.159593096832836,No
20180630_154451,53,146.29918650195842,12.5210988889085,166.0,72.0,-1.4253381489005514,1.980299546051545,No
20180630_154451,54,145.05483323911815,13.714188292750052,164.0,89.0,-1.6150598704178099,3.5680482639665057,No
20180630_154451,55,142.36431347150258,14.606354055796745,165.0,101.0,-1.8532487563456126,4.8127033520933145,No
20180630_154451,56,143.6042105263158,14.891744439349836,162.0,107.0,-1.9814247896901478,4.553744569673098,No
20180630_154451,57,148.72164614387557,12.030177733190587,168.0,64.0,-1.319801943672455,1.6557887046045465,No
20180630_154451,58,140.91328560063644,17.72726166081008,164.0,91.0,-1.2643466290577308,1.415266772572111,No
20180630_154451,59,155.6181640625,10.57066539730747,177.0,68.0,-1.50633710653123,3.028705630918136,No
20180630_154451,60,148.78004667444574,12.314151140762462,166.0,83.0,-2.2925865547365087,7.075308935624173,No
20180630_154451,61,135.94855752519987,19.65763965591381,161.0,90.0,-1.206182750554408,0.9822326033664295,No
20180630_154451,62,157.8046198267565,11.09684110054794,174.0,92.0,-2.7125926034160086,10.976863123175956,No
20180630_154451,63,149.23809523809524,12.718446498307484,172.0,93.0,-1.3607106420482076,3.1917720519812978,No
20180630_154451,64,143.7786769880366,13.241860296753837,165.0,86.0,-1.3491473212329308,2.2782691174005194,No
20180630_154451,65,140.07341602413678,12.174462617450748,157.0,79.0,-1.6760639826803716,3.47136541167344,No
20180630_154451,66,137.3758887171561,13.933391106767173,160.0,86.0,-1.2786418754159683,1.7403575344147697,No
20180630_154451,67,132.989988221437,11.920818211491518,152.0,78.0,-1.1546193556215956,1.1801646676221909,No
20180630_154451,68,132.96372910172855,12.239387030327885,152.0,82.0,-1.3055540175355282,2.021858565096826,No
20180630_154451,69,126.51732161323682,12.410380277736593,149.0,79.0,-1.2302344687919193,1.5913858985004437,No
20180630_154451,70,119.73837981407702,11.134757136934041,138.0,67.0,-1.4319469380036665,2.217965788059006,No
20180630_154451,71,116.99591240875912,11.51572638154092,134.0,66.0,-1.4296653658575948,2.28085752505259,No
20180630_154451,72,114.1542875358623,8.865109008958731,135.0,60.0,-1.57644470645241,2.9747558388284236,No
20180630_154451,73,107.58706986444213,11.99173390131773,124.0,85.0,-1.383569469123134,2.472792007069356,No
20180630_154451,74,107.17024661893397,13.6131799823239,124.0,83.0,-1.807294847526501,4.109796995126808,No
20180630_154451,75,116.9835430784124,10.240038733077167,133.0,58.0,-1.5225763204820995,2.385064620094113,No
20180630_154451,76,115.6767515923567,12.52026259449493,133.0,58.0,-1.2007159379735715,1.2017704307963246,No
20180630_154451,77,108.84426229508196,11.01118692832637,124.0,46.0,-0.9163028113486751,-0.018058889050592164,No
20180630_154245,1,128.15044653079917,15.517853952949665,193.0,120.0,-0.5741536696419091,1.5272621309713381,Yes
20180630_154245,2,163.17796610169492,13.869440257976159,202.0,92.0,-1.0436818204408882,1.1722020623319898,Yes
20180630_154245,3,153.8295302013423,10.61285470616594,176.0,67.0,-0.8200699593885697,1.1704133090529352,No
20180630_154245,4,160.65501432664757,13.150273589811764,181.0,80.0,-1.1731153666098675,1.6375358683482348,No
20180630_154245,5,151.0089108910891,20.33131320976694,184.0,118.0,-1.9723481160634115,4.735223116591777,No
20180630_154245,6,144.82608695652175,4.385273516957126,155.0,23.0,-0.3609519031821477,0.12512800158554738,No
20180630_154245,7,145.0602851323829,21.72416486832659,172.0,110.0,-1.9565812196010388,3.9742198975795793,No
20180630_154245,8,159.80633245382586,11.663214255092242,178.0,63.0,-0.7652735472471162,-0.16775927579670702,No
20180630_154245,9,157.771327612317,11.215601095327893,178.0,69.0,-1.0235222023048367,0.6354037559520336,No
20180630_154245,10,142.73463153875525,19.683565544549033,178.0,119.0,-2.026583232909039,4.488851210038577,No
20180630_154245,11,143.72400284900286,18.63677687673671,176.0,107.0,-1.3420323247891017,2.247124456007973,No
20180630_154245,12,159.60701275045537,13.370573880851122,179.0,70.0,-0.7042370153656853,-0.3754406166882549,No
20180630_154245,13,160.4891500904159,12.926848359135215,183.0,67.0,-0.7838054565231883,-0.155083115363841,No
20180630_154245,14,141.10265011741026,19.960516116684932,185.0,130.0,-1.5330046073960644,3.0303797678249973,No
20180630_154245,15,144.01571194762684,22.28210180452036,178.0,120.0,-1.5123273473095322,2.4742887393968944,No
20180630_154245,16,169.32442748091603,16.61721433090429,194.0,79.0,-0.9176300469188731,-0.1405932443799025,No
20180630_154245,17,141.7296178343949,22.245613934984924,184.0,126.0,-1.332010018245126,1.9108619772945286,No
20180630_154245,18,172.97594936708862,17.183443472829715,198.0,84.0,-1.1023227588827929,0.3150594808623821,No
20180630_154245,19,170.61870503597123,16.056257598097318,195.0,81.0,-1.254997178024882,0.6196366854302315,No
20180630_154245,20,141.1460012399256,21.769677471830512,182.0,129.0,-1.3766487932993625,2.0312558421938256,No
20180630_154245,21,144.64165289256198,22.00809431663188,193.0,127.0,-0.8739605877940116,0.950566079494851,No
20180630_154245,22,141.52153110047846,21.34705045361689,187.0,128.0,-1.2819612265500144,2.095261831087014,No
20180630_154245,23,141.90443061149762,23.974187085823605,182.0,132.0,-0.9223472659957049,0.7467146990323381,No
20180630_154245,24,170.78038730943553,16.417150960744486,194.0,77.0,-1.0281424556586332,0.06332656031882156,No
20180630_154245,25,171.6778021978022,14.10850930219437,189.0,72.0,-1.2556036168820033,0.566051299003203,No
20180630_154245,26,164.37648131267093,16.02310072387788,189.0,86.0,-0.8007082499674296,-0.05363959945893981,No
20180630_154245,27,155.02466029189733,16.413255712468725,182.0,102.0,-0.8376622716184617,0.799383716586747,No
20180630_154245,28,133.57845905607098,17.38650733293605,165.0,96.0,-1.2679113949375496,1.6862506047348793,No
20180630_154245,29,136.11948051948053,16.671164198923123,163.0,99.0,-1.6562874853822946,3.456201665095784,No
20180630_154245,30,154.23408845738942,13.85828267537583,177.0,61.0,-0.5332736548069197,-0.5719795567080417,No
20180630_154245,31,149.73945696129405,10.621188481792776,175.0,56.0,-0.4933263651674165,-0.24265137274744042,No
20180630_154245,32,134.0571964369433,17.919403637933666,161.0,102.0,-1.9036492326572323,3.8242647355391766,No
20180630_154245,33,133.25804529201432,13.450506687412465,152.0,86.0,-2.3004969956529995,6.901869055519619,No
20180630_154245,34,144.8054862842893,10.958642261926165,164.0,50.0,-0.7400432138465658,-0.18000992119483694,No
20180630_154245,35,154.36231884057972,11.789263653007394,173.0,57.0,-1.000251113166297,0.22746578100798986,No
20180630_154245,36,140.59375,8.786919877721658,158.0,32.0,0.39812671212064343,-1.1539086293286833,No
20180630_154245,37,122.00834809005818,14.492186058183593,148.0,92.0,-1.1563656452162483,1.4644877700204884,No
20180630_154245,38,134.19652677279305,16.802242617194988,159.0,103.0,-1.7525280866074948,2.959437026778204,No
20180630_154245,39,134.02798270160264,14.060386193456374,157.0,88.0,-1.2780202283498836,1.759763774804867,No
20180630_154245,40,141.4749531835206,13.699672280644494,161.0,74.0,-1.4641965240671815,1.60955352793456,No
20180630_154245,41,133.51406282077602,14.370874211398242,159.0,84.0,-1.136223962590371,0.6252361280425376,No
20180630_154245,42,136.7978896103896,14.589977059995357,163.0,91.0,-1.0123727469418369,0.452004753093739,No
20180630_154245,43,143.05705157462347,14.638311970325073,165.0,79.0,-1.4171658731216195,1.7401609618443663,No
20180630_154245,44,134.4115925058548,13.121563907716938,155.0,73.0,-1.2376525629543806,1.1251095448646797,No
20180630_154245,45,143.28430512932925,15.033006621623136,166.0,84.0,-1.485528821309533,1.8864096881717431,No
20180630_154245,46,149.5947971781305,15.942987304230321,173.0,91.0,-1.4604594845036434,1.6866241753569087,No
20180630_154245,47,140.70559903672486,13.846098796910777,166.0,84.0,-0.9882869137270393,0.4432338747901703,No
20180630_154245,48,144.60662358642972,15.098128827525668,172.0,98.0,-0.89272646691229,0.3130441135846036,No
20180630_154245,49,152.54290206648696,16.872219452164003,179.0,90.0,-1.190155497268894,0.9613121984377289,No
20180630_154245,50,152.95215537659877,15.26181066739733,177.0,80.0,-1.16998871961408,1.2478734287022215,No
20180630_154245,51,143.62296110414053,14.8803199834079,171.0,102.0,-1.0527256290572837,1.2866598581199673,No
20180630_154245,52,149.87713550198924,14.197270317550018,175.0,75.0,-0.8712039564034476,0.3606013015335483,No
20180630_154245,53,153.91168763102726,10.970458219510775,175.0,70.0,-1.183505974246643,1.6786262092733066,No
20180630_154245,54,162.05510204081634,11.99854120199544,183.0,72.0,-1.1589593814962882,1.9727630151941131,No
